                  epoch,         train/box_loss,         train/seg_loss,         train/cls_loss,         train/dfl_loss,   metrics/precision(B),      metrics/recall(B),       metrics/mAP50(B),    metrics/mAP50-95(B),   metrics/precision(M),      metrics/recall(M),       metrics/mAP50(M),    metrics/mAP50-95(M),           val/box_loss,           val/seg_loss,           val/cls_loss,           val/dfl_loss,                 lr/pg0,                 lr/pg1,                 lr/pg2
                    219,                0.35522,                0.38261,                0.37237,                0.83011,                0.99676,                      1,                  0.995,                 0.9741,                0.99676,                      1,                  0.995,                0.92733,                0.25791,                0.36539,                0.24614,                  0.765,             0.00046776,             0.00046776,             0.00046776
                    220,                0.33241,                0.37587,                 0.3586,                0.82358,                0.99637,                      1,                  0.995,                0.97172,                0.99637,                      1,                  0.995,                 0.9273,                 0.2451,                0.34181,                0.24517,                0.76385,             0.00046226,             0.00046226,             0.00046226
                    221,                0.35336,                0.44662,                0.37817,                0.85517,                0.99637,                      1,                  0.995,                0.97172,                0.99637,                      1,                  0.995,                 0.9273,                 0.2451,                0.34181,                0.24517,                0.76385,             0.00045676,             0.00045676,             0.00045676
                    222,                0.35752,                0.42497,                0.38123,                0.81672,                0.99577,                      1,                  0.995,                0.97205,                0.99577,                      1,                  0.995,                0.91754,                0.24324,                0.33126,                0.24034,                0.76295,             0.00045126,             0.00045126,             0.00045126
                    223,                0.34541,                0.37824,                0.38574,                0.83758,                0.99577,                      1,                  0.995,                0.97205,                0.99577,                      1,                  0.995,                0.91754,                0.24324,                0.33126,                0.24034,                0.76295,             0.00044576,             0.00044576,             0.00044576
                    224,                0.30127,                0.34234,                0.36329,                 0.8123,                  0.995,                      1,                  0.995,                0.97474,                  0.995,                      1,                  0.995,                0.92129,                0.24098,                0.32292,                0.23686,                0.76244,             0.00044025,             0.00044025,             0.00044025
                    225,                0.34081,                0.36482,                0.38441,                0.82524,                  0.995,                      1,                  0.995,                0.97474,                  0.995,                      1,                  0.995,                0.92129,                0.24098,                0.32292,                0.23686,                0.76244,             0.00043475,             0.00043475,             0.00043475
                    226,                 0.3208,                0.37994,                0.37779,                0.81093,                0.99483,                      1,                  0.995,                0.97273,                0.99483,                      1,                  0.995,                0.92341,                0.24536,                0.33477,                0.23584,                0.76218,             0.00042925,             0.00042925,             0.00042925
                    227,                0.36558,                 0.4067,                0.37912,                0.79762,                0.99483,                      1,                  0.995,                0.97273,                0.99483,                      1,                  0.995,                0.92341,                0.24536,                0.33477,                0.23584,                0.76218,             0.00042375,             0.00042375,             0.00042375
                    228,                0.27632,                0.29396,                0.36275,                0.82556,                0.99486,                      1,                  0.995,                0.97096,                0.99486,                      1,                  0.995,                0.91826,                0.25475,                0.37091,                0.24221,                0.76277,             0.00041825,             0.00041825,             0.00041825
                    229,                 0.3409,                0.43171,                0.38638,                0.81726,                0.99486,                      1,                  0.995,                0.97096,                0.99486,                      1,                  0.995,                0.91826,                0.25475,                0.37091,                0.24221,                0.76277,             0.00041275,             0.00041275,             0.00041275
                    230,                0.31718,                0.37303,                0.35858,                   0.82,                0.99541,                      1,                  0.995,                0.95784,                0.99541,                      1,                  0.995,                0.92508,                0.26774,                0.38184,                0.23746,                0.76433,             0.00040725,             0.00040725,             0.00040725
                    231,                0.32797,                0.38293,                 0.3559,                0.81429,                0.99541,                      1,                  0.995,                0.95784,                0.99541,                      1,                  0.995,                0.92508,                0.26774,                0.38184,                0.23746,                0.76433,             0.00040175,             0.00040175,             0.00040175
                    232,                0.33426,                0.36199,                0.37078,                0.80436,                0.99596,                      1,                  0.995,                0.95755,                0.99596,                      1,                  0.995,                0.92809,                0.26132,                0.36044,                0.23292,                0.76372,             0.00039625,             0.00039625,             0.00039625
                    233,                0.34062,                 0.3574,                0.36892,                0.81142,                0.99596,                      1,                  0.995,                0.95755,                0.99596,                      1,                  0.995,                0.92809,                0.26132,                0.36044,                0.23292,                0.76372,             0.00039074,             0.00039074,             0.00039074
                    234,                 0.3253,                0.36799,                0.37415,                0.82245,                0.99652,                      1,                  0.995,                0.97792,                0.99652,                      1,                  0.995,                0.92475,                0.24233,                0.33375,                0.23012,                0.76171,             0.00038524,             0.00038524,             0.00038524
                    235,                0.29281,                0.32375,                 0.3509,                0.81153,                0.99652,                      1,                  0.995,                0.97792,                0.99652,                      1,                  0.995,                0.92475,                0.24233,                0.33375,                0.23012,                0.76171,             0.00037974,             0.00037974,             0.00037974
                    236,                0.32133,                0.37304,                 0.3615,                0.81717,                0.99693,                      1,                  0.995,                0.96935,                0.99693,                      1,                  0.995,                0.92525,                0.23213,                0.32498,                 0.2231,                0.76185,             0.00037424,             0.00037424,             0.00037424
                    237,                0.33579,                0.36351,                0.36687,                0.79688,                0.99693,                      1,                  0.995,                0.96935,                0.99693,                      1,                  0.995,                0.92525,                0.23213,                0.32498,                 0.2231,                0.76185,             0.00036874,             0.00036874,             0.00036874
                    238,                0.33489,                0.41193,                0.35023,                0.83304,                0.99694,                      1,                  0.995,                0.97249,                0.99694,                      1,                  0.995,                0.92107,                0.23921,                0.32581,                0.22329,                0.76322,             0.00036324,             0.00036324,             0.00036324
                    239,                0.28261,                0.36242,                 0.3317,                0.80362,                0.99694,                      1,                  0.995,                0.97249,                0.99694,                      1,                  0.995,                0.92107,                0.23921,                0.32581,                0.22329,                0.76322,             0.00035774,             0.00035774,             0.00035774
                    240,                0.34274,                0.43795,                0.34438,                0.81816,                0.99684,                      1,                  0.995,                0.96648,                0.99684,                      1,                  0.995,                  0.919,                0.24646,                0.33425,                0.22701,                0.76443,             0.00035224,             0.00035224,             0.00035224
                    241,                0.31392,                0.34589,                0.34027,                 0.8046,                0.99684,                      1,                  0.995,                0.96648,                0.99684,                      1,                  0.995,                  0.919,                0.24646,                0.33425,                0.22701,                0.76443,             0.00034674,             0.00034674,             0.00034674
                    242,                0.31922,                0.38668,                 0.3538,                0.81458,                 0.9968,                      1,                  0.995,                0.96875,                 0.9968,                      1,                  0.995,                0.92075,                0.23963,                0.34973,                0.21989,                0.76391,             0.00034123,             0.00034123,             0.00034123
                    243,                0.28911,                0.34277,                0.35771,                0.80003,                 0.9968,                      1,                  0.995,                0.96875,                 0.9968,                      1,                  0.995,                0.92075,                0.23963,                0.34973,                0.21989,                0.76391,             0.00033573,             0.00033573,             0.00033573
                    244,                0.29842,                0.37248,                0.34621,                0.81713,                0.99684,                      1,                  0.995,                0.96618,                0.99684,                      1,                  0.995,                 0.9241,                0.23118,                0.36893,                0.21667,                 0.7623,             0.00033023,             0.00033023,             0.00033023
                    245,                0.34531,                0.38506,                0.33515,                0.82721,                0.99684,                      1,                  0.995,                0.96618,                0.99684,                      1,                  0.995,                 0.9241,                0.23118,                0.36893,                0.21667,                 0.7623,             0.00032473,             0.00032473,             0.00032473
                    246,                0.30903,                0.35901,                0.36038,                0.78917,                0.99677,                      1,                  0.995,                 0.9722,                0.99677,                      1,                  0.995,                 0.9305,                0.22228,                0.37442,                0.21386,                0.76147,             0.00031923,             0.00031923,             0.00031923
                    247,                0.31434,                0.39298,                0.33633,                0.81859,                0.99677,                      1,                  0.995,                 0.9722,                0.99677,                      1,                  0.995,                 0.9305,                0.22228,                0.37442,                0.21386,                0.76147,             0.00031373,             0.00031373,             0.00031373
                    248,                 0.3127,                0.37842,                0.33339,                0.80807,                0.99671,                      1,                  0.995,                0.98513,                0.99671,                      1,                  0.995,                0.93296,                0.20825,                0.36574,                0.21202,                0.76054,             0.00030823,             0.00030823,             0.00030823
                    249,                0.35788,                0.54828,                0.35004,                 0.8185,                0.99671,                      1,                  0.995,                0.98513,                0.99671,                      1,                  0.995,                0.93296,                0.20825,                0.36574,                0.21202,                0.76054,             0.00030273,             0.00030273,             0.00030273
                    250,                0.32715,                0.41176,                 0.3609,                0.83927,                0.99654,                      1,                  0.995,                0.98375,                0.99654,                      1,                  0.995,                0.91994,                0.21379,                0.35773,                0.20462,                0.76051,             0.00029723,             0.00029723,             0.00029723
                    251,                0.29581,                0.43161,                0.34597,                0.80748,                0.99654,                      1,                  0.995,                0.98375,                0.99654,                      1,                  0.995,                0.91994,                0.21379,                0.35773,                0.20462,                0.76051,             0.00029172,             0.00029172,             0.00029172
                    252,                0.29614,                0.29074,                0.34483,                0.82427,                0.99638,                      1,                  0.995,                0.98269,                0.99638,                      1,                  0.995,                0.91836,                  0.223,                0.36677,                0.20631,                0.76044,             0.00028622,             0.00028622,             0.00028622
                    253,                0.33085,                0.38326,                0.36611,                0.81384,                0.99638,                      1,                  0.995,                0.98269,                0.99638,                      1,                  0.995,                0.91836,                  0.223,                0.36677,                0.20631,                0.76044,             0.00028072,             0.00028072,             0.00028072
                    254,                0.27675,                0.30999,                 0.3304,                0.82156,                0.99627,                      1,                  0.995,                0.97899,                0.99627,                      1,                  0.995,                0.91925,                0.22589,                0.37089,                0.20601,                0.76062,             0.00027522,             0.00027522,             0.00027522
                    255,                0.28035,                0.34487,                0.33191,                0.81713,                0.99627,                      1,                  0.995,                0.97899,                0.99627,                      1,                  0.995,                0.91925,                0.22589,                0.37089,                0.20601,                0.76062,             0.00026972,             0.00026972,             0.00026972
                    256,                0.31426,                0.36797,                 0.3485,                0.82884,                0.99631,                      1,                  0.995,                0.97879,                0.99631,                      1,                  0.995,                0.92361,                0.21919,                0.36435,                0.20036,                0.76007,             0.00026422,             0.00026422,             0.00026422
                    257,                0.29482,                0.38525,                0.33637,                0.81584,                0.99631,                      1,                  0.995,                0.97879,                0.99631,                      1,                  0.995,                0.92361,                0.21919,                0.36435,                0.20036,                0.76007,             0.00025872,             0.00025872,             0.00025872
                    258,                0.30906,                 0.3428,                0.34508,                0.83724,                0.99637,                      1,                  0.995,                0.97753,                0.99637,                      1,                  0.995,                0.92404,                 0.2228,                0.35882,                0.19985,                0.76049,             0.00025322,             0.00025322,             0.00025322
                    259,                 0.3009,                0.32616,                0.32564,                0.82247,                0.99637,                      1,                  0.995,                0.97753,                0.99637,                      1,                  0.995,                0.92404,                 0.2228,                0.35882,                0.19985,                0.76049,             0.00024772,             0.00024772,             0.00024772
                    260,                 0.3209,                0.41401,                0.40074,                0.80513,                0.99644,                      1,                  0.995,                0.97399,                0.99644,                      1,                  0.995,                0.92913,                0.22972,                0.34749,                0.19855,                0.76194,             0.00024222,             0.00024222,             0.00024222
                    261,                0.25808,                0.35513,                0.31175,                0.81258,                0.99644,                      1,                  0.995,                0.97399,                0.99644,                      1,                  0.995,                0.92913,                0.22972,                0.34749,                0.19855,                0.76194,             0.00023671,             0.00023671,             0.00023671
                    262,                0.32044,                0.38121,                0.33228,                0.80583,                0.99651,                      1,                  0.995,                0.97615,                0.99651,                      1,                  0.995,                0.93407,                0.22123,                 0.3382,                0.19806,                0.76152,             0.00023121,             0.00023121,             0.00023121
                    263,                0.30431,                0.34898,                0.33034,                0.84285,                0.99651,                      1,                  0.995,                0.97615,                0.99651,                      1,                  0.995,                0.93407,                0.22123,                 0.3382,                0.19806,                0.76152,             0.00022571,             0.00022571,             0.00022571
                    264,                 0.3051,                0.38479,                0.33129,                0.80697,                0.99661,                      1,                  0.995,                  0.984,                0.99661,                      1,                  0.995,                0.93257,                 0.2087,                0.33157,                0.19496,                0.75985,             0.00022021,             0.00022021,             0.00022021
                    265,                0.32731,                0.38504,                0.36107,                0.81947,                0.99661,                      1,                  0.995,                  0.984,                0.99661,                      1,                  0.995,                0.93257,                 0.2087,                0.33157,                0.19496,                0.75985,             0.00021471,             0.00021471,             0.00021471
                    266,                0.30042,                0.34555,                0.33892,                0.83253,                0.99657,                      1,                  0.995,                 0.9822,                0.99657,                      1,                  0.995,                0.92383,                 0.2064,                0.32614,                0.19799,                 0.7592,             0.00020921,             0.00020921,             0.00020921
                    267,                 0.2755,                0.35788,                0.31255,                0.83721,                0.99657,                      1,                  0.995,                 0.9822,                0.99657,                      1,                  0.995,                0.92383,                 0.2064,                0.32614,                0.19799,                 0.7592,             0.00020371,             0.00020371,             0.00020371
                    268,                0.24459,                0.32027,                0.31883,                0.81506,                 0.9966,                      1,                  0.995,                0.97891,                 0.9966,                      1,                  0.995,                0.92133,                0.21408,                0.32412,                0.20378,                0.75941,             0.00019821,             0.00019821,             0.00019821
                    269,                0.28282,                0.34128,                0.31306,                0.84354,                 0.9966,                      1,                  0.995,                0.97891,                 0.9966,                      1,                  0.995,                0.92133,                0.21408,                0.32412,                0.20378,                0.75941,             0.00019271,             0.00019271,             0.00019271
                    270,                0.30352,                0.34313,                0.33163,                0.80693,                 0.9966,                      1,                  0.995,                0.97926,                 0.9966,                      1,                  0.995,                0.92161,                 0.2176,                0.31996,                0.20325,                0.75975,              0.0001872,              0.0001872,              0.0001872
                    271,                0.29868,                0.32461,                0.33139,                0.83891,                 0.9966,                      1,                  0.995,                0.97926,                 0.9966,                      1,                  0.995,                0.92161,                 0.2176,                0.31996,                0.20325,                0.75975,              0.0001817,              0.0001817,              0.0001817
                    272,                 0.2791,                 0.3175,                0.32822,                 0.8212,                0.99657,                      1,                  0.995,                0.98605,                0.99657,                      1,                  0.995,                0.92732,                 0.2019,                0.31534,                0.19744,                0.75895,              0.0001762,              0.0001762,              0.0001762
                    273,                0.31303,                0.35784,                0.34499,                 0.8291,                0.99657,                      1,                  0.995,                0.98605,                0.99657,                      1,                  0.995,                0.92732,                 0.2019,                0.31534,                0.19744,                0.75895,              0.0001707,              0.0001707,              0.0001707
                    274,                0.32707,                0.34147,                0.32425,                0.84199,                0.99657,                      1,                  0.995,                0.98815,                0.99657,                      1,                  0.995,                0.93065,                0.18521,                0.31123,                0.19124,                0.75788,              0.0001652,              0.0001652,              0.0001652
                    275,                0.27947,                0.34296,                0.32633,                0.80928,                0.99657,                      1,                  0.995,                0.98815,                0.99657,                      1,                  0.995,                0.93065,                0.18521,                0.31123,                0.19124,                0.75788,              0.0001597,              0.0001597,              0.0001597
                    276,                0.26926,                0.33576,                0.30736,                0.82702,                0.99656,                      1,                  0.995,                0.98621,                0.99656,                      1,                  0.995,                0.93574,                0.18053,                0.31061,                0.18983,                0.75768,              0.0001542,              0.0001542,              0.0001542
                    277,                0.29874,                0.38803,                0.33986,                0.84753,                0.99656,                      1,                  0.995,                0.98621,                0.99656,                      1,                  0.995,                0.93574,                0.18053,                0.31061,                0.18983,                0.75768,              0.0001487,              0.0001487,              0.0001487
                    278,                0.33785,                0.43868,                0.35721,                0.81448,                0.99652,                      1,                  0.995,                0.97918,                0.99652,                      1,                  0.995,                0.93874,                0.18416,                0.30951,                0.19044,                0.75784,              0.0001432,              0.0001432,              0.0001432
                    279,                0.27595,                0.34434,                0.32494,                0.82298,                0.99652,                      1,                  0.995,                0.97918,                0.99652,                      1,                  0.995,                0.93874,                0.18416,                0.30951,                0.19044,                0.75784,             0.00013769,             0.00013769,             0.00013769
                    280,                0.29474,                0.35449,                0.31279,                0.82245,                 0.9965,                      1,                  0.995,                0.97899,                 0.9965,                      1,                  0.995,                  0.945,                0.18953,                0.30947,                0.19131,                0.75774,             0.00013219,             0.00013219,             0.00013219
                    281,                0.29545,                0.34705,                0.33786,                0.79825,                 0.9965,                      1,                  0.995,                0.97899,                 0.9965,                      1,                  0.995,                  0.945,                0.18953,                0.30947,                0.19131,                0.75774,             0.00012669,             0.00012669,             0.00012669
                    282,                 0.3131,                0.39066,                0.33093,                0.81839,                0.99654,                      1,                  0.995,                0.98376,                0.99654,                      1,                  0.995,                0.94108,                0.18973,                0.30995,                0.19222,                 0.7573,             0.00012119,             0.00012119,             0.00012119
                    283,                0.31826,                0.33075,                0.32713,                0.81042,                0.99654,                      1,                  0.995,                0.98376,                0.99654,                      1,                  0.995,                0.94108,                0.18973,                0.30995,                0.19222,                 0.7573,             0.00011569,             0.00011569,             0.00011569
                    284,                0.27411,                0.35051,                0.32971,                0.81418,                0.99655,                      1,                  0.995,                0.98151,                0.99655,                      1,                  0.995,                0.93829,                0.18602,                0.30987,                0.19168,                0.75701,             0.00011019,             0.00011019,             0.00011019
                    285,                0.27017,                0.34799,                0.33511,                0.83192,                0.99655,                      1,                  0.995,                0.98151,                0.99655,                      1,                  0.995,                0.93829,                0.18602,                0.30987,                0.19168,                0.75701,             0.00010469,             0.00010469,             0.00010469
                    286,                0.27438,                0.43185,                0.33317,                0.81273,                 0.9967,                      1,                  0.995,                0.98415,                 0.9967,                      1,                  0.995,                0.93578,                0.18263,                0.31049,                0.19106,                 0.7567,             9.9187e-05,             9.9187e-05,             9.9187e-05
                    287,                0.27715,                0.32843,                0.32718,                0.83263,                 0.9967,                      1,                  0.995,                0.98415,                 0.9967,                      1,                  0.995,                0.93578,                0.18263,                0.31049,                0.19106,                 0.7567,             9.3685e-05,             9.3685e-05,             9.3685e-05
                    288,                0.23748,                 0.2962,                0.30306,                0.81534,                0.99675,                      1,                  0.995,                0.98422,                0.99675,                      1,                  0.995,                0.93174,                 0.1837,                0.31017,                0.18864,                0.75679,             8.8184e-05,             8.8184e-05,             8.8184e-05
                    289,                0.28294,                0.44103,                0.36142,                0.84535,                0.99675,                      1,                  0.995,                0.98422,                0.99675,                      1,                  0.995,                0.93174,                 0.1837,                0.31017,                0.18864,                0.75679,             8.2683e-05,             8.2683e-05,             8.2683e-05
                    290,                0.26248,                0.32668,                0.30761,                0.80026,                0.99683,                      1,                  0.995,                0.98039,                0.99683,                      1,                  0.995,                0.92416,                 0.1848,                0.31018,                0.18943,                0.75673,             7.7182e-05,             7.7182e-05,             7.7182e-05
                    291,                0.24857,                0.35003,                0.34136,                0.76608,                0.99683,                      1,                  0.995,                0.98039,                0.99683,                      1,                  0.995,                0.92416,                 0.1848,                0.31018,                0.18943,                0.75673,             7.1681e-05,             7.1681e-05,             7.1681e-05
                    292,                0.25245,                0.34845,                0.32711,                0.79657,                0.99681,                      1,                  0.995,                0.98039,                0.99681,                      1,                  0.995,                0.92768,                0.18794,                0.31076,                 0.1903,                0.75668,              6.618e-05,              6.618e-05,              6.618e-05
                    293,                0.24994,                 0.3158,                0.32705,                 0.7402,                0.99681,                      1,                  0.995,                0.98039,                0.99681,                      1,                  0.995,                0.92768,                0.18794,                0.31076,                 0.1903,                0.75668,             6.0679e-05,             6.0679e-05,             6.0679e-05
                    294,                0.22179,                0.31692,                0.31015,                0.80424,                0.99682,                      1,                  0.995,                0.98029,                0.99682,                      1,                  0.995,                0.93036,                0.18954,                0.31083,                0.18856,                 0.7568,             5.5178e-05,             5.5178e-05,             5.5178e-05
                    295,                 0.2418,                0.34724,                0.31395,                0.79205,                0.99682,                      1,                  0.995,                0.98029,                0.99682,                      1,                  0.995,                0.93036,                0.18954,                0.31083,                0.18856,                 0.7568,             4.9677e-05,             4.9677e-05,             4.9677e-05
                    296,                0.26288,                 0.3419,                0.31747,                0.78734,                0.99681,                      1,                  0.995,                0.98038,                0.99681,                      1,                  0.995,                0.93004,                0.18978,                0.30995,                0.18588,                0.75689,             4.4176e-05,             4.4176e-05,             4.4176e-05
                    297,                0.24298,                0.36865,                0.32514,                 0.7544,                0.99681,                      1,                  0.995,                0.98038,                0.99681,                      1,                  0.995,                0.93004,                0.18978,                0.30995,                0.18588,                0.75689,             3.8674e-05,             3.8674e-05,             3.8674e-05
                    298,                0.23619,                 0.3644,                0.32356,                0.79184,                0.99682,                      1,                  0.995,                0.98204,                0.99682,                      1,                  0.995,                0.92999,                0.18928,                0.30817,                0.18573,                0.75665,             3.3173e-05,             3.3173e-05,             3.3173e-05
                    299,                0.24187,                0.33003,                0.32177,                0.78061,                0.99682,                      1,                  0.995,                0.98204,                0.99682,                      1,                  0.995,                0.92999,                0.18928,                0.30817,                0.18573,                0.75665,             2.7672e-05,             2.7672e-05,             2.7672e-05
                    300,                0.24347,                 0.3202,                0.31971,                0.78194,                0.99679,                      1,                  0.995,                0.98402,                0.99679,                      1,                  0.995,                0.93055,                0.18906,                0.30744,                0.18512,                 0.7566,             2.2171e-05,             2.2171e-05,             2.2171e-05
